Name;Phone
Perfect experts tutorials;612330742
Nala Water Clinic;612336940
Reliance Imports and Logistics;613372180
Simbire Power Sales;613886094
MobileStudioBase;614081173
Uvongo Beach Business Directory;614317569
Wild Coast Sun Business Directory;614317569
QC Marketing  Business Solutions;614576644
The Macles;614593043
LeBron D Consulting PTY Ltd;614849952
MOTIVEWELT TECH(PTY)LTD;614882703
VAWDA'S TYRE TORQUE;614918616
Pronto fitment;614976354
GC Printing;615034397
Maloka Innovative Solutions (Pty) Ltd;615042771
Unity B-BBEE Corporate Services (Pty) Ltd;615120781
EveryThingCapeTown.com;615178408
Sheriff Barberton;615194952
Ingwe Automation Sales (Pty)LTD;615203811
Solar Farming Systems;615257936
Smart Laundry Services;615289751
Safari Web Online;615311831
Swartland Joernaal;615493683
Virtual Vantage;615859751
Ground rooted chemicals pty/ltd;616190030
Uitgesort creative;616785873
Let Your Business be Known;617026079
LA Print(PTY)LTD;617033118
Nestagon;617462216
ICapture Grapher;617668194
Groentemark;618263208
Mark-Us Marketing;618885154
JJ Solomons Transport;619779750
Veloment Group;621176455
Stack Glass  Aluminium;622887723
Rsa Business Link Pty;622935490
Fabaton Engineering and Construction;624250359
Strafox;624262904
Build up hardware;625251929
Girl Leading Change;626403202
RegCorp - COMPANY REGISTRATIONS;626784931
D B solutions;627285298
SA Business List;627891844
Billi Internet Cafe;628995918
CloveHitch Solutions;631074614
Mareetsane Community D Business Forum;631102799
Refertoearn;631136325
REGC;631262112
AYAFEZEK'AMAPHUPHO, #FOR THE HUSTLERS;631366191
The Ebenezer Projects;631820052
Magtag;632095883
North West Sun;632657620
Zinelintombi Enterprise;633273929
LBaB Media;633288866
Greenhouse Manufacturers;633909658
MOLPAT EVENTS;633966807
kgl business trading cc;634437237
Provtech group of companies;634813926
SESHOTLO TRADING ND ENTERPRISE;634909202
Snaggy;634967457
Komati CNC;635023736
Uncle Benz Digital Technology;635266793
Precious Cakes and Muffins;635420356
NPOBytes - Nonprofit Tech Consultant;635877400
GSM GLOBAL SOFTWARE KINGS, SOUTH AFRICA;636005221
Westcoast Supplies;636459411
Desiree Budgets and bookkeeping;636874081
SASSA;636896594
Jaci's Safari Lodge;637281491
Copy Koffie;637319181
BuddySoft IcT Klerksdorp;637336321
Renay's Cuisine;638074912
ATLEGANG TRD N PROJECTS;638135576
The Business Company SA (Pty) Ltd;639127116
THOLA GRAPHIC DESIGN;639833377
SAELAWOLESST CIVIL PTY LTD;639888467
Bell Supply Company;640070894
Visit Sutherland;640570693
CINDYS EVENT AND CATERING;640906892
Fundo Trading (Pty) Ltd- Mpumalanga;640952926
Coast Aqua - Grootbrak;641185590
Vishny Events and Solutions;642787904
scorpion ink;643993633
Falsebay logistics;645319373
Tebo Computers Internet Cafe  House of Signs and Print;645450174
Nelson Global Accounting and Bookkeeping;646191084
Edelweiss-Building;646192905
SHONGWE FARM;646301894
Gegasi Aluminum;646308757
Sweet P Concepts;646376198
Rand Agri Milling Bethal;646433099
"YeMUZ9aiLYmE4-EPjs6xmAw""-,null,null,1,null,""https://www.google.com/maps/preview/place/Waterboy+Kimberley/@-28.7238759,24.7232065,3499a,13.1y/datau003d!4m2!3m1!1s0x1e9b1b90cfff40d5:0xab3c387488fc7973";646487342
"6ekUZ4naIfax4-EP647s6QQ""-,null,null,1,null,""https://www.google.com/maps/preview/place/Waterboy+Kimberley/@-28.7238759,24.7232065,3499a,13.1y/datau003d!4m2!3m1!1s0x1e9b1b90cfff40d5:0xab3c387488fc7973";646487342
Tebogo seleka trading enterprise pty ltd;646522911
North West Submissions (Pty) Ltd.;646539300
Tula Karoo;646570693
Ralebekere trading pty (Ltd);646574638
Gansbaai Wine Tours;646791454
Spilo Business Park;647051520
Extreme Group - Petroleum;649042285
Skipgo Mossel Bay;649311206
Richest Holdings (Pty) Ltd;649568931
SIBANYE MINE 2024 JOBS;649612443
Professional Digital Accountants;649649394
Cyro M Ukunakekela (Pty) Ltd;649948925
Vape Tech Malelane;649972401
Phoenix admin and general services;650906362
GREENFIELD BUSINESS SOLUTIONS TRADING;652455413
Magane Digital Marketing;653556741
BoTong Civils;655347604
Global IT Consulting (Pty) Ltd;655515225
DKR Business Consultants;655678658
Because Connected Experiences Cape Town;655697461
Eggnificent;655804770
Nellson Digital;656436619
Vision Through Tech;656754453
ATECH;658152206
Umonde General Construction PTY LTD;658753249
BVM EVENTS COMPANY PTY LTD;658764974
STM Records SA;659042985
JME Group;659095656
Global Management Consultants (Pty) Ltd;659108184
Excelsior Fashion Week;659463859
LP Services;659568789
Imsbbc Pty Ltd;659925367
STEEN-WELD;659981322
Ben018 Smme Development;660141707
Khalanga Holding Group;660519860
Bug Bombers;660669909
EAST TO WEST CONTRACTORS (PTY)LTD;661027601
KHONTAPHI HOLDINGS;661093537
EM INK;661292438
Hospitality Sales Solutions Ltd;661319340
Blind Sight Design Studio;661633480
IZIKO MEATCO;661674144
Lewende Woord sentrum AGS Swartklip;661922181
Kuhn Accountants;662052928
Adrian Snyman Attorneys;662077669
DIKGATLONG IEC OFFICE;662141410
"dq8PZ4zMMJPm1sQP_NuzkQU""-,null,null,1,null,""https://www.google.com/maps/preview/place/LimpNET+IT+Solutions+(Pty)+Ltd/@-31.3703338,27.2516952,3407a,13.1y/datau003d!4m2!3m1!1s0x1ec6d72a461bd2f5:0x638ba87bf3504ae7";662219760
"y7QPZ4K_PKfP1sQPy6_auQY""-,null,null,1,null,""https://www.google.com/maps/preview/place/LimpNET+IT+Solutions+(Pty)+Ltd/@-31.3703338,27.2516952,3407a,13.1y/datau003d!4m2!3m1!1s0x1ec6d72a461bd2f5:0x638ba87bf3504ae7";662219760
"QL0PZ_m4HfPV1sQP5djwwAM""-,null,null,1,null,""https://www.google.com/maps/preview/place/LimpNET+IT+Solutions+(Pty)+Ltd/@-31.3703338,27.2516952,3407a,13.1y/datau003d!4m2!3m1!1s0x1ec6d72a461bd2f5:0x638ba87bf3504ae7";662219760
"ZMkPZ8q8COrV1sQPlKyE2Aw""-,null,null,1,null,""https://www.google.com/maps/preview/place/LimpNET+IT+Solutions+(Pty)+Ltd/@-31.3703338,27.2516952,3407a,13.1y/datau003d!4m2!3m1!1s0x1ec6d72a461bd2f5:0x638ba87bf3504ae7";662219760
Coetzee and Co. Accountants - Gansbaai;662318831
Durai Holdings;662453984
Khumalo Enterprise;662553407
Tiquells Group of Companies;662566994
Infruition fruit and nut;662883350
Esmark Eiendomme;663025302
RAKGWAI Refilwe (PTY) LTD;663229765
The Data Company Cape Town;664832004
Bersheba Estates;665152536
TshepoMaps Trading and Projects;665366083
W Watson Consulting;665481560
Business plan maker;665753122
Muhanelwa;666665598
FRONTROW PROCUREMENT SERVICES;670104540
Accounting Coins;670329622
SmartCasify;670497580
WORLD CHANGERS TYD (PTY)LTF;670990695
Wenzile Group;671199834
Silver Business Electrical;671583125
CANYAAFRIKA BUSINESS ENTERPRISE;672286515
Merry Living pty ltd;672584869
GS Lekaba services pty ltd;672588206
QUINTESSENTIAL MANAGEMENT CONSULTANTS;672659645
Onthatile Lerato Holdings;672935997
Price Construction Knysna;673439972
Nolo Cloud Solutions;673544702
LEHLALERWA CONSULTING SERVICES;673550431
NIEUWOUDTVILLE;673647346
M AND A SERVICES /MECHANICAL/TOWING TYERS;673750300
AyZapp (Pty) Ltd;674034788
Just Roasted Coffee;674111865
Black Pearl MRJ (pty) Ltd;676327474
Botshabelo Commonage Food;677022056
GENIUS MEDIA PICTURES;677156475
North west construction design;677405886
SEGODI PRO;677520883
MABULE INTERNATIONAL;677700169
Ka Reddy Poultry farm and Hatchery;677901229
Qaphela Security Services;678680243
SKILLS K IN IT;678694232
Phaswana Attorneys Inc;679033804
Emoya Group;679305493
CSIP - Caren Swanepoel Industrial Psychologists;679305709
Big Value;679381413
Raindropmetals;680012020
Hildah Group;680813261
Motitimi Brands Pty Ltd;680895909
Kganya Service Centre Mokopane;681193693
BlueInk Designs;681771455
REALC Holdings;682191897
Techvision Security Services - De Doorns;684068667
Grow Well Advisory;685196942
City of joy group;685389491
Tinus investment pty Ltd;685440705
Weidro Visuals;685855725
LB Properties - Boutique Estates;686424855
Segoalane Milling;686725820
G William ( PTY) LTD;691188172
Success Unleashed Nationally;691253141
JA Fruitables;692039648
Maphephu Trading (Pty)Ltd;692092861
Mogale Design And Projects(PTY)Ltd.;692126551
Signs Solutions ( PTY ) Ltd;692287826
Cinemation Technologies;693954865
KTM Building Projects (Pty) Ltd;694042037
Thinkverse;694969193
BreezGas;695488803
Electronics By Morgan;697513903
University of Cape Town - Connect. Meet. Collaborate;700000000
Ecstatic Print;710052191
VMC Marketing Consultancy;711176018
ABTConsulting (PTY) Ltd;711263340
C  F Gas and Paraffin Standerton;711275933
JAH Solutions;711312930
Agrisell Sutherland;711321056
SIYABUSWA SHOW ROOM WAREHOUSE;711322780
Plett Timbers;711401191
Smag Events;711525187
"ILEPZ9j7DI3O1sQP6JjKiAI""-,null,null,1,null,""https://www.google.com/maps/preview/place/JCT+Pave/@-23.908994,29.4568132,3647a,13.1y/datau003d!4m2!3m1!1s0x8fc13751331731c9:0x12f209d568bd6728";711597811
Kalahari Safaris - Desert Explorers;711600972
Keltnay Trading PTY Ltd;711695123
Design With Govern;712198630
Erudite Business Insights;712328331
Seshego B;712487237
Gansbaai Mini Skips;712550318
Chloe Consulting;712686377
Cape Dutch Developments;712751392
"0DIRZ5WxK_jQ1sQPgbuEuAU""-,null,null,1,null,""https://www.google.com/maps/preview/place/Ngomane+Family/@-25.4282139,31.160664,3603a,13.1y/datau003d!4m2!3m1!1s0x2d8cdcc92494afb5:0xf28299e8e56c8c15";712870942
"eDQRZ9bNMffm2roPrb2NqQs""-,null,null,1,null,""https://www.google.com/maps/preview/place/Ngomane+Family/@-25.4282139,31.160664,3603a,13.1y/datau003d!4m2!3m1!1s0x2d8cdcc92494afb5:0xf28299e8e56c8c15";712870942
Paint Life (Pty) Ltd;712982555
Kganya Service Centre Groblersdal;713028090
245 Main Road;713097149
Lillian's Design Pod;713138525
Fola Thiamiyu Centre;713286892
S M 2419 BUSINESS ENTERPRISE;713398925
Shalom Corporations;713729355
EASEMEND (PTY)LTD;714021609
Moonlight-filmz;714286775
Oink KZN South Coast;714381114
Silicon Bronco Inc;714592036
Karoo Serenity;714624271
Q Shop;714672337
Blake's Debt Counsellors;714934936
Thabang Mining Construction;714940246
SIZWE BUHLE CC;715096196
BergCoffeeRoastery;715138200
Jay South Office;715450676
KCL Mining Supplies;715458603
Rubs and Reubs;715512254
Gobo Consultants;715560751
Kufeziwe Poultry  LPGas;715629171
PENSIVE KAY (Pty) Ltd;715678951
Phila business;715985954
Uzinzo Group Benefits;716710250
Matutuse Construction;716778579
Dried Foods;716797068
FBRS - First for Business Registration Solutions;716840620
West Coast Ndt;716887730
Lambani Breaking News;717095914
Tshiamo Ya Rona Trading Enterprise (Pty) Ltd;717169477
CREATIVE PULSE MULTI-MEDIA AND PROJECTS;717291069
Momatt Holdings (Pty) Ltd;717347337
BlackWax Business Solutions;717442937
Inhale Enterprise;717860278
KDC Integrated Business and Consulting;717907022
Spotless South Africa;717922657
Mabina Attorneys;718138223
BM courier service;718384087
Ima Events;718694528
HHS BUSINESS SOLUTIONS;718789111
FillisITC;718821290
Joskez Freight Agents;718840808
STYLE Delights;718905827
Composites  General South Coast;718920426
MNT Consulting;718938234
Rubber Sealant Bredasdorp;718981551
Lekker Tech | Web and Software;719109750
NMCS Plumbing and Electrical;719257796
Omontle Trading Enterprise;719388568
Treatment Action Campaign Mpumalanga;720102274
ECM Chemical Suppliers;720158615
Guman Inc;720195248
MSN Solutions South Africa;720217955
The Financial Science Company;720336491
XABHUGA;720457454
Mariba Residency;720459182
Whale Watching Tours Hermanus;720628500
Excelsior research and business consulting services;720654451
KOLONJA TRADING ENTERPRISE;721156401
Mvudi Valley Trading 5;721247066
Ntsu ya tlhapi trading enterprise;721751242
Observant Health and Safety Consultancy;721848012
Kimberley Seile, Nette  Staalwerke;722059777
MAF AGRICULTURAL FARMING -PTY- LTD;722155331
JLK Business Consulting;722174501
Saldanha Offshore Support Base;722510524
LSB Transport;722589298
MH Metalwork;722601533
Mtimandze Bookkeepers and Accountants.;722696034
Mutale Techpozi;722766618
G A Mbatha Services;722916156
Tonka Engineering - Gansbaai;722924271
Mpasima Business;723050074
Kgolane Business Enterprise;723098526
Thyme  Lime - Gansbaai;723164785
WCW CASH FOR SCRAP  RECYCLING (PTY) LTD;723242273
Africa InTouch;723287065
Kevin Fourie  Associates (Pty) Ltd;723288417
AGAPE Chartered Accountants;723378787
Makanatla Consulting And Projects;723522912
Kamo's farming enterprise (PTY) LTD;723723271
STHE ARSENAL;723776268
NDTM TRADING PTY LTD;723960693
The Solutions Company;724091024
J.W.M. Maintenance;724105817
Mj events and hiring;724283154
Alticon Group;724290914
Akani Business Solutions;724322956
Fluent Creative Agency;724475968
Family Bakery;724485098
LeoGold Holdings;724639047
WK Clearing and Forwarding (Pty) Ltd;724704769
KM Events Decor  Catering;724746739
Mullar Prodigy;724763231
Mzansi Event Equipment Sales;724833787
Azwifarwi Trading and Projects;724961684
globolnet business enterprise (pty)ltd;724978818
Resen Consulting;724992869
Mosotho Hydraulics;725028008
In2catering;725051132
Bangoli Hindu Committee Cape Town;725058315
Roof and Home;725118118
Black Vein Investments;725188665
Marshall Tours.;725251520
Informatiek;725358640
Sentsokela Production;725684299
Merrivale livestock traders;725817350
AED Imports and Exports(Pty) Ltd.;725929918
Malelane Stene - Malelane Sales Office;725956983
X Source IT;726006716
PHETHATHOLE PTY. LTD;726060515
Thought Consulting;726066536
Richtersveld Secure;726067125
Akies Cash And Carry CC;726108503
Ventec Clearing Agent;726413370
Jaclin Engineering;726557049
Shifting Culture -SHFT CLTR- Agency;726782358
Postfin Internet Caf̩;726788477
Quanis Accounting and Tax Solutions;726951650
HESO DEVELOPMENT PROPERTY;727169833
