Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link
"business","Business management consultant","Thuso Business Consulting","Protea Towers, 240 Paul Kruger St, Pretoria Central, Pretoria, 0001","Pretoria","Gauteng","","South Africa"," 0794803617","thuso@thusoconsulting.co.za","http://thusoconsulting.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x40fe351b0ca9abe3",""
"business","business","Gauteng","","","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6d9ee7c7cb5438e2",""
"business","Business management consultant","Mbono Business Solutions","No. 703, THE OVAL OHE, 39 Loop St, BEREA PARK, Pretoria, 0002","Pretoria","Gauteng","","South Africa"," 0842682977","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x45c23b60aea2b9e4",""
"business","Civil engineering company","COENG CONSULTING AND CONSTRUCTION ENGINEERS","105 Corlett Dr, Birnam, Johannesburg, 2196","Johannesburg","Gauteng","","South Africa"," 0124503700","info@coeng.co.za","http://www.coeng.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa13e8ebff26ec8ef",""
"business","Steelwork design service","KLR STEELWORKS MAINTENANCE  REPAIRS (PTY) LTD","1124 Pretoria St, Booysens, Pretoria, 0082","Pretoria","Gauteng","","South Africa"," 0793670779","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x41bcbc94fd3f9315",""
"business","","dasplaas industries","1182 Pretoria St, Booysens, Pretoria, 0082","Pretoria","Gauteng","","South Africa"," 0797593060","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xef8bc850e3c55b0f",""
"business","Computer support and services","Smart IT Services","950 Luderitz St, Booysens, Pretoria, 0082","Pretoria","Gauteng","","South Africa"," 0872382604","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2de5f134f08d3ce7",""
"business","Manufacturer","HeinemanHB Engineering","1224 Malie St, Booysens, Pretoria, 0030","Pretoria","Gauteng","","South Africa"," 0743372433","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x83237946aeef1ea8",""
"business","Building materials store","just sell coatings","1265 Paff St, Booysens, Pretoria, 0082","Pretoria","Gauteng","","South Africa"," 0791098963","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9409409cfcfa1004",""
"business","Trailer manufacturer","Tanium Trailers (Pty)Ltd","1171 Deysel St, Booysens, Pretoria, 0082","Pretoria","Gauteng","","South Africa"," 0680421614","","http://www.taniumtrailers.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa14e6dbc09595fcb",""
"business","","Supreme worx","1202 Malie St, Booysens, Pretoria, 0082","Pretoria","Gauteng","","South Africa"," 0123770581","claude@supremeworx.co.za","http://www.supremeworx.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x3f690442cb3fa5d4",""
"business","Manufacturer","Montana Granite Tombstones","1212 Malie St, Booysens, Pretoria, 0082","Pretoria","Gauteng","","South Africa"," 0123770690","","http://www.tombcogauteng.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x4fb4cee2ba2e278e",""
"business","Trailer manufacturer","Lennard's Trailers","1160 Pretoria St, Booysens, Pretoria, 0082","Pretoria","Gauteng","","South Africa"," 0814912603","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa021d461ced3db05",""
"business","Industrial equipment supplier","Brakpan Business Machines cc","543 Prince George Ave, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0117402310","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa12da6f1295d2937",""
"business","","Mpact Corrugated Brakpan","Mpact Corrugated, Vulcania, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0118127400","info@mpact.co.za","http://www.mpact.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x63f5655f4d33049e",""
"business","Business management consultant","edroux entr","3 Jones St, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0828866132","","http://energime.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x210d5db2b993483e",""
"business","business","N/A","","","Gauteng","","South Africa"," 0720290531","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbd81ad57b293b21c",""
"business","business","N/A","","","Gauteng","","South Africa"," 0824610734","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6155a4f4bb6d5d8f",""
"business","Business center","PLASMA SYSTEMS - AFRICA","412 Prince George Ave, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0117401316","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x5969e1f2c2371fe3",""
"business","Business center","B R G Engineering  Supplies C C","46 Boundary St, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0117402112","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9da76da92c7713da",""
"business","Mechanical engineer","Kenzam Bitumen and Asphalt Products","234 5th Rd, Witpoort Estates, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0117421073","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xede400d206a24451",""
"business","Training centre","HPS Security Guard  Training Centre","274 Prince George Ave, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0118130281","hprotections@gmail.com","https://www.hlopi.net/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6ce88971c600d7fd",""
"business","Construction company","Dedacon trading","18 20th Rd, Denneoord, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0839521579","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6c69a0a2b870635d",""
"business","business","N/A","","","Gauteng","","South Africa"," 0100256756","","http://www.risimiconsulting.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x47356a2eacfa0e50",""
"business","Bookkeeping service","E.A.B.S Eco Admin  Bookkeeping Services","Prince George Ave, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0117401625","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x12eac8cd107102ad",""
"business","business","N/A","","","Gauteng","","South Africa"," 0837164688","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x887ac8a7afd1e8ea",""
"business","business","N/A","","","Gauteng","","South Africa"," 0832971823","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa802e8dee5eb6643",""
"business","Internet marketing service","Crowd1","5 Elder Avenue, Leachville, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0747524119","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xee7daa690c818914",""
"business","Civil engineering company","RO3 Engineering","722 Voortrekker Rd, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0843019402","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x1cb813834ad89d77",""
"business","Tool manufacturer","Manhattan Corporation","1 Hospital Rd, Brakpan North, Johannesburg, 1541","Johannesburg","Gauteng","","South Africa"," 0117488800","info@manhattancorp.com","https://www.manhattancorp.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8fd71d1cde16e03b",""
"business","Lawyer","V Jacobs Attorneys Inc.","1 Voortrekker Rd, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0117400059","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xcd586e12f68cfdf2",""
"business","","CJV Corporate  Safety Supplies","X 1, 1 Stern St, Dalpark, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0713404609","jano@cjvcorpsafe.co.za","http://www.cjvcorpsafe.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x785fb49bb677f8c9",""
"business","business","Brakpan","","Brakpan","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd8de45bffbe45d1d",""
"business","Construction company","Fundamental G","20 Wildevy St, Dalpark, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0604298179","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8fad6037153ea0ea",""
"business","Electrical installation service","Hexagon Electrical","Ext 2, 1 Coert Steynberg St, Van Eck Park, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0861106520","admin@hexelec.co.za","http://hexelect.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9299dabe7067f579",""
"business","Ready mix concrete supplier","Ontime Readymix Brakpan Office","18 Main Reef Rd, Gov Gold Mine Areas Cons, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0117443343","","http://www.ontimereadymix.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x510e9e1b2dc7f264",""
"business","Business park","Carnival Junction Business Park","15 Beechwood St, Larrendale, Brakpan, 1541","Brakpan","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xc10ad8ff59eb1da1",""
"business","Print shop","Printden Industries cc","30 Claassen street, Brakpan, Johannesburg, 1540","Johannesburg","Gauteng","","South Africa"," 0117442903","sales@printden.co.za","http://www.printden.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x5128034f4c1c7058",""
"business","business","N/A","","","Gauteng","","South Africa"," 0871331516","info@printex.co.za","http://www.printex.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x540ea5a93cd9c558",""
"business","Corporate office","Security Seal Services CC","169 Witpoortjie Rd, Denneoord, Brakpan, 1549","Brakpan","Gauteng","","South Africa"," 0824730288","securiss@netactive.co.za","http://www.securitysealservices.com/contact_us/contact_us.asp","","","https://maps.google.com/?hl=en_US&cid=0x0:0x772707892ac822d1",""
"business","Corporate office","NJR Steel Reinforcing Mesh","233 Joe Arnison St, Labore, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0117321511","","https://www.njrsteel.com/reinforcing-mesh","","","https://maps.google.com/?hl=en_US&cid=0x0:0x1449329821ad201a",""
"business","Manufacturer","Genesis Steel","8 Molecule Rd, Vulcania, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0118174008","sales@genesissteel.co.za","https://genesissteel.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x17c82bc8315c8e7",""
"business","Construction company","Dedacon trading","18 20th Rd, Denneoord, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0839521579","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6c69a0a2b870635d",""
"business","Business management consultant","Phoenix Global Management","EXT 6, 7 Naboom Cres, Dalpark, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0634927418","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x4b6dcd5681ca68a2",""
"business","Fabrication engineer","JBJ Engineering","10 Railway St, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0117406804","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x721ebf1f7fa4d4e",""
"business","business","N/A","","","Gauteng","","South Africa"," 0663711021","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x4883a475f0e2647c",""
"business","Business management consultant","Mobility Solution Consulting","7 Rossouw St, Minnebron, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0829218017","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xed4b521f97ccbd67",""
"business","Business management consultant","Futuristic Worx","10 Van der Merwe St, Brenthurst, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0110386829","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6307134a02017469",""
"business","Accounting firm","McNair  Co","123A Kitzinger Ave, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0117443710","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9034771347bb5068",""
"business","business","N/A","","","Gauteng","","South Africa"," 0720290531","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbd81ad57b293b21c",""
"business","Mining equipment","GD ENGINEERING  MINING SUPLLIES","42 15th Rd, Sallies, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0117493186","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xdbe7823567545448",""
"business","Business development service","QAHSE","47A Gerrit Maritz St, Dalview, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0823305271","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbc79343a89b331c",""
"business","Metal supplier","NIRAKAR INDUSTRIES","308 Denne Rd, Witpoortjie, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0110537058","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xdf3805a9bc49634b",""
"business","business","N/A","","","Gauteng","","South Africa"," 0826551201","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6d4fef953b17f543",""
"business","Logistics service","TAG-Link Pty (LTD)","01 Uranium Rd, Vulcania, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0735218752","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe932e32a9af08aa8",""
"business","Business center","B R G Engineering  Supplies C C","46 Boundary St, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0117402112","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9da76da92c7713da",""
"business","Mining consultant","AIM West","68 Hendrik Potgieter Rd, Dalview, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0723827287","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x898740bef2fe7d00",""
"business","Tool manufacturer","Manhattan Corporation","1 Hospital Rd, Brakpan North, Johannesburg, 1541","Johannesburg","Gauteng","","South Africa"," 0117488800","info@manhattancorp.com","https://www.manhattancorp.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8fd71d1cde16e03b",""
"business","Steel fabricator","Admo Engineering","150 Hastings Ave, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0117402093","admin2@admoeng.co.za","https://admoeng.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd33365ee7aa1bb86",""
"business","business","1541","Brakpan","Brakpan","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xc0dce5187fadfe8",""
"business","Business management consultant","Affective Reflexions","Ext 3, 51 Sudwala Ave, Leachville, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0713062805","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x5761beeb7f7d2166",""
"business","Business management consultant","Esizayo Enterprizes","17 Taft St, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0671117488","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x11e9c5a4fc6da8e8",""
"business","Manufacturer","Genesis Steel","8 Molecule Rd, Vulcania, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0118174008","sales@genesissteel.co.za","https://genesissteel.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x17c82bc8315c8e7",""
"business","Construction company","Fundamental G","20 Wildevy St, Dalpark, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0604298179","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8fad6037153ea0ea",""
"business","Electrical installation service","Hexagon Electrical","Ext 2, 1 Coert Steynberg St, Van Eck Park, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0861106520","admin@hexelec.co.za","http://hexelect.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9299dabe7067f579",""
"business","Railroad contractor","Aveng Infraset Brakpan","77 Lemmer Rd, Vulcania, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0118132340","","http://www.infraset.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x17b512d6d1225bbc",""
"business","Tile store","Ezee Tile Adhesive Manufacturers (Pty) Ltd","97 Uranium Rd, Vulcania, Brakpan, 1554","Brakpan","Gauteng","","South Africa"," 0118720627","","https://ezeetile.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2807d35628b0c9ae",""
"business","Mechanical engineer","Kenmore Crushing Solutions.","33 Coert Steynberg St, Van Eck Park, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0119150131","sales@kencrush.co.za","https://www.kenmore.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xc1af78f3a409342a",""
"business","","Mpact Corrugated Brakpan","Mpact Corrugated, Vulcania, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0118127400","info@mpact.co.za","http://www.mpact.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x63f5655f4d33049e",""
"business","Plastic fabrication company","Conver-Tek Pty Ltd","6, 8 Coert Steynberg St, Van Eck Park, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0118272460","8c4075d5481d476e945486754f783364@sentry.io","http://www.convertek.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x727ea1314ac3e36a",""
"business","Manufacturer","SMT Fabrication (Pty) Ltd","Unit 10, Brisley Place, 41 15th Rd, Sallies Village, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0671270056","","https://www.smtfabrication.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x15b3b81b519546bf",""
"business","Fabrication engineer","JBJ Engineering","10 Railway St, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0117406804","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x721ebf1f7fa4d4e",""
"business","Business center","B R G Engineering  Supplies C C","46 Boundary St, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0117402112","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9da76da92c7713da",""
"business","Business management consultant","Futuristic Worx","10 Van der Merwe St, Brenthurst, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0110386829","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6307134a02017469",""
"business","","Mpact Corrugated Brakpan","Mpact Corrugated, Vulcania, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0118127400","info@mpact.co.za","http://www.mpact.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x63f5655f4d33049e",""
"business","Promotional products supplier","South Africa's Top 100 Hospitality Awards","106 Lester Rd, Brenthurst, Brakpan, 0009","Brakpan","Gauteng","","South Africa"," 0670755509","info@satop100hospitalityawards.co.za","https://satop100hospitalityawards.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd808fe55efe23ce2",""
"business","business","N/A","","","Gauteng","","South Africa"," 0720290531","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbd81ad57b293b21c",""
"business","Industrial equipment supplier","Brakpan Business Machines cc","543 Prince George Ave, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0117402310","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa12da6f1295d2937",""
"business","Business management consultant","edroux entr","3 Jones St, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0828866132","","http://energime.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x210d5db2b993483e",""
"business","Accountant","Prime PBT","737 Prince George Ave, Brenthurst, Brakpan, 1542","Brakpan","Gauteng","","South Africa"," 0718577811","info@primepbt.co.za","https://www.primepbt.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xfd7be056fd70e129",""
"business","Business park","Carnival Junction Business Park","15 Beechwood St, Larrendale, Brakpan, 1541","Brakpan","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xc10ad8ff59eb1da1",""
"business","Training centre","HPS Security Guard  Training Centre","274 Prince George Ave, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0118130281","hprotections@gmail.com","https://www.hlopi.net/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6ce88971c600d7fd",""
"business","Business center","SJJ Engineering","88 Lemmer Rd, Vulcania, Brakpan, 1554","Brakpan","Gauteng","","South Africa","","info@sjjeng.co.za","http://www.sjjeng.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x3642e794ce8ab74",""
"business","Construction company","Fundamental G","20 Wildevy St, Dalpark, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0604298179","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8fad6037153ea0ea",""
"business","Logistics service","TAG-Link Pty (LTD)","01 Uranium Rd, Vulcania, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0735218752","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe932e32a9af08aa8",""
"business","Accountant","AA Business Accountants","30 Van Zyl St, Brenthurst, Brakpan, 1542","Brakpan","Gauteng","","South Africa"," 0737102404","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd8a19683dcb5719c",""
"business","Engineering consultant","NU-THREAD","Oaklane estates, 2119b, Brakpan North, Brakpan, 1545","Brakpan","Gauteng","","South Africa"," 0815055792","","http://nu-thread.godaddysites.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8fbbe7eae1b03eb8",""
"business","Solar energy equipment supplier","IRUV Tech (Pty)Ltd","10 Joubert St, Brenthurst, Brakpan, 1542","Brakpan","Gauteng","","South Africa"," 0118130375","","http://iruvtech.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6c90721a255eb324",""
"business","Business management consultant","Rashuma Consulting","No 1, Unit 12 Uranium Rd, Vulcania, Brakpan, 1554","Brakpan","Gauteng","","South Africa"," 0118961248","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xecfbf986ab13b8c9",""
"business","Tool manufacturer","Manhattan Corporation","1 Hospital Rd, Brakpan North, Johannesburg, 1541","Johannesburg","Gauteng","","South Africa"," 0117488800","info@manhattancorp.com","https://www.manhattancorp.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8fd71d1cde16e03b",""
"business","business","1542","Brenthurst, Brakpan","Brakpan","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf0f078b7fb573252",""
"business","Tile store","Ezee Tile Adhesive Manufacturers (Pty) Ltd","97 Uranium Rd, Vulcania, Brakpan, 1554","Brakpan","Gauteng","","South Africa"," 0118720627","","https://ezeetile.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2807d35628b0c9ae",""
"business","Manufacturer","Genesis Steel","8 Molecule Rd, Vulcania, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0118174008","sales@genesissteel.co.za","https://genesissteel.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x17c82bc8315c8e7",""
"business","business","N/A","","","Gauteng","","South Africa"," 0871331516","info@printex.co.za","http://www.printex.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x540ea5a93cd9c558",""
"business","Corporate office","Security Seal Services CC","169 Witpoortjie Rd, Denneoord, Brakpan, 1549","Brakpan","Gauteng","","South Africa"," 0824730288","securiss@netactive.co.za","http://www.securitysealservices.com/contact_us/contact_us.asp","","","https://maps.google.com/?hl=en_US&cid=0x0:0x772707892ac822d1",""
"business","Manufacturer","SMT Fabrication (Pty) Ltd","Unit 10, Brisley Place, 41 15th Rd, Sallies Village, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0671270056","","https://www.smtfabrication.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x15b3b81b519546bf",""
"business","Electrical installation service","Hexagon Electrical","Ext 2, 1 Coert Steynberg St, Van Eck Park, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0861106520","admin@hexelec.co.za","http://hexelect.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9299dabe7067f579",""
"business","Stationery store","QTKT Stationery","Unit 4 Unit 4, QTKT Stationers, 61 Van Der Walt Rd, Dalview, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0645051078","orders@qtktstationers.co.za","http://qtktstationers.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x92ef1df57cae69e1",""
