Business Name	Phone
EVERFORGED (Pty) Ltd	823191706
Denzhe Engineers (Pty) Ltd	823202337
NP Engineering	823350945
BM du Plessis Civil Engineering	823753003
Prestec engineering	823904498
Factory Automation  Engineering	824172975
Manufacturing  Engineering Tools Consultants	824445026
INP Engineering and Services South Africa	824449439
Engineering Power for You (EP4U)	824563943
RockSoil Consult (Pty) Ltd	824670967
Green Stone Civils Engineering	824671220
RM Afro Engineering	825516958
DesignTek Engineering	825545164
Emenem Industrial	825708093
Richter Engineering	825748876
RWNThermoMech	825750045
JA.CO Engineering	825750080
CAMSPEC ENGINEERING (PTY) LTD (South Africa)	826236163
LB Consulting Engineering - Gauteng	826611428
Simrens Engineering	826826547
Helicoil Pro	827109951
WIETS ELECTRICAL AND CIVIL	827187827
Bonyikho Auto Parts and Engineering	827400555
Fila Projects	827445410
Redford Engineering	827614679
AXIS DEVELOPMENTS	827728007
Ult Struct Structural and Civil Consulting Engineers	827761388
Stanwill Precision Engineering	827856645
J R Kopano Engineering	828065801
Errowa (Pty) Ltd	828139895
WNA Civil Engineering  Consulting	828243821
Subco Pty (Ltd) Civil Building  General Services	828308880
PBOER Engineering (Pty) Ltd.	828541780
hendrik engineering pretoria	828667198
GT Consulting Engineers (Pty) Ltd	828678774
BSM (Pty) Ltd	828869984
ivic Services	828880961
XRG Engineering	829298074
Peet Olivier Consulting Engineers	829529524
316STEELBENDERS ENGINEERS PTY(LTD)	829540821
Forric General Engineering cc Zandfontein 317-Jr, Pretoria	832663553
ESSA ENGINEERING AND CONSTRUCTION	832673948
MEGA Engineering	832957362
Etali Engineering and Projects Cc	833519626
FUMEX ENGINEERING Dust Control Systems	833795456
KJA Mechanical Engineers	833907191
MH Engineering	834140059
GELO Engineering	834412752
Wim Hofsink Civil Engineering Services (Pty) Ltd	834551212
ESB Engineering Consultants	834796305
Makgeta Electrical Engineering Pty Ltd	835616315
SF Gear Engineers	836266723
MQR Engineering Solutions (Pty) Ltd	836337422
Doornpoort Engineering	836506584
Constructive Consulting Engineering	836532743
Acend Consulting Engineers	836601506
PDPS Pretoria (Plant Design and Project Services)	836668209
PRETTY ACADEMY AND ENGINEERING CONSULTING	839459252
Bauwen	839605249
Romano General Engineering	843583533
La Kubma	844326508
CS Consulting Engineers	845173036
Radical Rigging (Pty) Ltd	846038673
MEB Consulting Engineers and Project Managers	846727873
DPW Construction  Mechanical Engineering	847877987
Professional Metal Fabrication and Welding Engineering.	849786003
Anti-Gravity Engineering	849798173
JRD Engineering	849911210
Businesss Engineering	860104888
PVA Consulting Engineers	861106256
NMP Holding’s	861365992
RLM Consulting Engineers (Pty) Ltd	865909969
MOBA	867227463
Hi End Group (Pty) Ltd	870125632
TANDM - Gauteng	870920920
Ultimate Partner - Gauteng	870920932
Streng Consulting Engineers (Pty) Ltd	870948887
SKCMasakhizwe Engineers (Pty) Ltd	871470650
Africa-One Consulting and Research Pty Ltd	871492485
BBEnergy	871508874
Celankobe Engineering and Architectural Consultants	871520083
Victech - Engineering Services	873797096
Engcorp pty ltd	877000042
Kabe Consulting Engineers	878090982
EDL Consulting Engineers	878975076
Specialist Mechanical Engineers Koedoespoort Branch	879435494
