Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link
"business","business","N/A","","","Gauteng","","South Africa"," 0108802898","anthea@gbdx3.com","https://www.gbdx3.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9f78a1aa6d37f1e8",""
"business","business","N/A","","","Gauteng","","South Africa"," 0658041952","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2805df46266358ae",""
"business","business","N/A","","","Gauteng","","South Africa"," 0828837565","grow@addventurebusinesscoaching.co.za","http://www.addventurebusinesscoaching.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6f3df222d9cbb8d7",""
"business","business","N/A","","","Gauteng","","South Africa"," 0658041952","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x1dbec3e6ee7c65ab",""
"business","Cable company","Atlas Cables","41 Potgieter St, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0118645255","","https://www.voltex.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf98ca1c28ada05ed",""
"business","Aluminum supplier","Wispeco Aluminium","31 Potgieter St, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0113890000","info@wispeco.co.za","http://www.wispeco.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xdc06196e7e5042eb",""
"business","Hose supplier","Hose company","7 Chris St, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0118648211","countersales1@hosecompany.co.za","https://www.hosecompany.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x3277fd380174de11",""
"business","","Buletsa Trading","c4, Fountains Industrial Park, 20 Dan Jacobs St, Alrode, Johannesburg, 1452","Johannesburg","Gauteng","","South Africa"," 0118683443","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xac5aac62740bb0aa",""
"business","General store","Atlas Group - Wholesale","41 Potgieter St, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0118645255","","http://www.voltex.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x5ae77c7eb5fda9cd",""
"business","Business management consultant","DoAll Holdings (Pty) Ltd","19 Dienst St, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0813307971","","http://doallholdings.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xabf72fc127afeda7",""
"business","Bearing supplier","Alrode Industrial Supplies","C/o Potgieter  Dan Jacobs Rd, Alrode, Johannesburg, 1451","Johannesburg","Gauteng","","South Africa"," 0118642934","info@alrodeindustrial.co.za","http://www.alrodeindustrial.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xb56c564d18800207",""
"business","Aluminum window","Aluminium Windows  Doors Alberton | Frameless Glass Stacking Door Installations | Balustrades","13 Chris St, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0871332237","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x14a1d0ecbbcaf5d2",""
"business","Cable company","Versalec Cables - Alrode","41 Potgieter St, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0118645255","info@versalec.co.za","http://www.versalec.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x29914968fca3c618",""
"business","Manufacturer","Sikelela Steel Pty Ltd","18 Botha St, Alrode, Alberton, 1449","Alberton","Gauteng","","South Africa"," 0118646799","harris@sspv.co.za","http://sikelelasteel.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xfe4dfd678aea04e6",""
"business","Aluminum supplier","Aluminium Solution Services","8 Piet Fick St, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0822263070","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x71b5d4d7eaf5fd",""
"business","Civil engineering company","Group 1 Engineering International Contractor Pty Ltd","04 Fuchs St, Alrode, Johannesburg, 1449","Johannesburg","Gauteng","","South Africa"," 0118642050","group1@global.co.za","http://www.group1engineering.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x4c83b8d2a6d7dc13",""
"business","Aluminum supplier","Crealco Aluminium","36-38 Potgieter St, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0113890000","info@litcreations.com","http://www.crealco.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xdd0f40dfaa0d7aad",""
"business","Engineering consultant","ROMIK ENGINEERING","22 Dan Jacobs St, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0119026199","","http://romik.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2a6b7b0c57c705d6",""
"business","Clothing store","National Clothing Distributors","12 Borax St, Alrode, Johannesburg, 1449","Johannesburg","Gauteng","","South Africa"," 0118641165","jm.mike.vanrooyen@gmail.com","http://www.nationalclothing.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xca57587af8524489",""
"business","","Widney Transport Components (Pty) Ltd","49 Potgieter St, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0114399300","widneyinfo@pg.co.za","https://www.widney.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf67d4ade66f74eb6",""
"business","","A  B Movers C C","16 Garfield Rd, Alrode, ALRODE, 1449","ALRODE","Gauteng","","South Africa"," 0119083900","maria@abmovers.co.za","https://www.abmovers.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbf3eff477d1648c",""
"business","business","1451","Alberton","Alberton","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x65d3404aad356d64",""
"business","Fire protection equipment supplier","Firebreak Safety Appliances (PTY) Ltd","14 Combrinck St, Alrode, Johannesburg, 1451","Johannesburg","Gauteng","","South Africa"," 0119086960","enquiries@firebreaksa.co.za","https://www.firebreaksa.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf8f345f599eb1e3f",""
"business","General store","The Pines Micro Industrial Park","Alrode South, Alberton, 1448","Alberton","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x3a0a33c2f3c7c9e6",""
"business","Electrical equipment supplier","Voltex Wholesale - Head Office","41 Potgieter St, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0118645255","","https://www.voltex.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xef9a9969583cd424",""
"business","Occupational health service","Ocsa - Training Academy of Excellence","4 Combrinck St, Alrode, Alberton, 1449","Alberton","Gauteng","","South Africa"," 0118641173","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xb7913668b8e38856",""
"business","Construction company","Alberton Construction Company (Pty) Ltd","1 Fore St, New Redruth, Alberton, 1449","Alberton","Gauteng","","South Africa"," 0119073530","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x1bdebd0340fd307b",""
"business","Manufacturer","NJR Steel Alrode","6 Dan Jacobs St, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0118642111","sfitzhenry@njrsteel.co.za","http://www.njrsteel.com/branches/njr-steel-alrode","","","https://maps.google.com/?hl=en_US&cid=0x0:0x91fb0640e4d914f1",""
"business","business","N/A","","","Gauteng","","South Africa"," 0660673373","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x4355d59f6c2befce",""
"business","Customs warehouse","Alrode Multi Park","J G Strijdom Rd, Mayberry Park, Alberton, 1481","Alberton","Gauteng","","South Africa"," 0112913147","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2be3b2c8df301b9d",""
"business","Packaging supply store","ELITE PACKAGING SOLUTIONS","11 Beryllium Rd, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0119001231","info@elitepack.co.za","http://elitepack.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9e2b196f7292d018",""
"business","Real estate rental agency","The Business Hub SA | Jhb South ( Business Park )","6 Combrinck Street Jhb South, Alrode, Johannesburg, 1451","Johannesburg","Gauteng","","South Africa"," 0794942066","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa3bb2d63760b7b1c",""
"business","Metal fabricator","Metal Manufacturing Solutions","126 Struben Rd, Alrode South, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0119002842","general@metalms.co.za","http://www.metalms.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x4f6fa4be9e85543f",""
"business","Printer repair service","Business Equipment Corporation CC","42 5th Ave, Alberton, 1449","Alberton","Gauteng","","South Africa"," 0119073184","","http://www.toshibabec.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf639273a0a72d71e",""
"business","Training centre","MSC Business College - Alberton","79 5th Ave, Alberton, Johannesburg, 1449","Johannesburg","Gauteng","","South Africa"," 0118690183","email@yourcompany.com","http://www.msccollege.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf232703e665f2d89",""
"business","Accountant","Business Seminar","2 Fore St, New Redruth, Alberton, 1449","Alberton","Gauteng","","South Africa"," 0838706467","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x44f6a63ddbf18f21",""
"business","Bus stop","Alberton North.","Parklands Alberton alberton North, 4448","Alberton","Gauteng","","South Africa"," 0822977748","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x5fd78605567ebde0",""
"business","Business management consultant","Africa32 (PTY)Ltd","10 Tulbach St, Alberante, Alberton, 1449","Alberton","Gauteng","","South Africa"," 0722786125","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x3fadad8e0d90dad2",""
"business","Hose supplier","Hose company","7 Chris St, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0118648211","countersales1@hosecompany.co.za","https://www.hosecompany.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x3277fd380174de11",""
"business","Internet marketing service","Alberton Business Card Express","1 Chasewater St, New Redruth, Alberton, 1449","Alberton","Gauteng","","South Africa"," 0607431244","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x854751dcc9322664",""
"business","Business management consultant","BizzAcc Alberton (Pty) Ltd","48 Fourth Ave, Alberton North, Johannesburg, 1449","Johannesburg","Gauteng","","South Africa"," 0103001282","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x49df0a6246323d15",""
"business","Industrial equipment supplier","Sphandile Trading Enterprise cc","14 Borax St, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0119073554","info@sphandile.co.za","http://www.sphandile.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x42c1a560c8d72a6f",""
"business","","Minova RSA (Pty) Ltd","23 Botha St, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0119231900","enquiries@minovaglobal.com","http://www.minovaglobal.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xcc1d4b400a8da3a2",""
"business","Real estate rental agency","The Business Hub SA | Jhb South ( Business Park )","6 Combrinck Street Jhb South, Alrode, Johannesburg, 1451","Johannesburg","Gauteng","","South Africa"," 0794942066","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa3bb2d63760b7b1c",""
"business","Cosmetics and perfumes supplier","Esteem Flavours (Pty) Ltd.","24 Basalt St, Alrode, Alberton, 1448","Alberton","Gauteng","","South Africa"," 0632196460","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x985a6811f06ace9e",""
"business","Corporate office","Business Accountants and Advisory","31 Newquay Rd, New Redruth, Alberton, 1449","Alberton","Gauteng","","South Africa"," 0103351724","webmaster@baandadvisory.co.za","http://www.baandadvisory.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x68004a034d978b10",""
"business","Accounting firm","SA Accounting Network - Alberton","18 Bentonite St, Alrode, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0764349337","","http://www.saaccountingnetwork.co.za/accountant-alberton.html","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd66df1708fc9ae25",""
"business","Steelwork design service","Usbe Projects (PTY) Ltd","Ext.3, 63 Palmer St, Alrode South, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0118684820","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6d346416587018a6",""
"business","Corporate office","Bpsa","18 Beryllium Rd, Glen Ridge, Alberton, 1451","Alberton","Gauteng","","South Africa"," 0116178221","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x4a3ca0be77607290",""
"business","Software company","F ²","37 Orange St, Brackendowns, Alberton, 1454","Alberton","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x3b69a92ec1e44d2f",""
"business","Engineering consultant","EJN Engineering","14 Basalt St, Alrode, Johannesburg, 1451","Johannesburg","Gauteng","","South Africa"," 0732672730","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7a1d5a3c32f5dbf",""
"business","business","Alberton","","Alberton","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x5e51c9fd8fa53252",""
"business","Business management consultant","THE SOLUTION CREW","47 Kowi St, Brackenhurst, Alberton, 1610","Alberton","Gauteng","","South Africa"," 0607442989","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa5cf0b708b7032e3",""
"business","Car dealer","Chery Alberton","Cnr Dante Street , Hesperus St, Raceview, Alberton, 1449","Alberton","Gauteng","","South Africa"," 0878031108","","http://www.cheryalberton.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9ee9264e52ba7611",""
"business","Business to business service","Alberton North Business Card Express","14 Fourth Ave, Alberton north, 1456","Alberton north","Gauteng","","South Africa"," 0114356535","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x38755cab22d9a1e3",""
"business","Accountant","The Financial Manager (Pty) Ltd","44 Nelson Mandela Ave, Randhart, Alberton, 1449","Alberton","Gauteng","","South Africa"," 0711339659","Henk@thefm.co.za","http://www.thefinancialmanager.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9a781b12dbe47f4",""
"business","Accounting firm","Fair Value Business Solutions","53A Second Ave, Alberton North, Alberton, 1449","Alberton","Gauteng","","South Africa"," 0789641442","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x1bf9b95d1618035c",""
"business","Accounting firm","Alethia Accounting  Business Services (PTY) Ltd","30 Pendoring St, Brackendowns, Alberton, 1448","Alberton","Gauteng","","South Africa"," 0792653382","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x882de9809d03ee8d",""
"business","business","N/A","","","Gauteng","","South Africa"," 0780558478","Enquiries@pmvraccounting.co.za","http://www.pmvraccounting.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x153a5673e73d919e",""
"business","Business management consultant","Fine-Touch Consulting","4 McBride Street, Brackenhurst, Alberton, 1448","Alberton","Gauteng","","South Africa"," 0118676610","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x420183b951408c3b",""
