Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link
"business","business","Brakpan","","Brakpan","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd8de45bffbe45d1d",""
"business","Electrical installation service","Hexagon Electrical","Ext 2, 1 Coert Steynberg St, Van Eck Park, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0861106520","admin@hexelec.co.za","http://hexelect.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9299dabe7067f579",""
"business","Manufacturer","Genesis Steel","8 Molecule Rd, Vulcania, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0118174008","sales@genesissteel.co.za","https://genesissteel.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x17c82bc8315c8e7",""
"business","Stationery store","QTKT Stationery","Unit 4 Unit 4, QTKT Stationers, 61 Van Der Walt Rd, Dalview, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0645051078","orders@qtktstationers.co.za","http://qtktstationers.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x92ef1df57cae69e1",""
"business","","Mpact Corrugated Brakpan","Mpact Corrugated, Vulcania, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0118127400","info@mpact.co.za","http://www.mpact.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x63f5655f4d33049e",""
"business","","R M E Materials (Africa) (Pty) Ltd","125 Floors St, Withok Estates, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0823323542","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbfb58d0494bee280",""
"business","Corporate office","NJR Steel Reinforcing Mesh","233 Joe Arnison St, Labore, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0117321511","","https://www.njrsteel.com/reinforcing-mesh","","","https://maps.google.com/?hl=en_US&cid=0x0:0x1449329821ad201a",""
"business","Print shop","Omega Print  Office Supplies","42 Pendoring Ave, Dalpark, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0119155859","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9b6322387b2eb4d7",""
"business","Plastic fabrication company","Conver-Tek Pty Ltd","6, 8 Coert Steynberg St, Van Eck Park, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0118272460","8c4075d5481d476e945486754f783364@sentry.io","http://www.convertek.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x727ea1314ac3e36a",""
"business","Manufacturer","SMT Fabrication (Pty) Ltd","Unit 10, Brisley Place, 41 15th Rd, Sallies Village, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0671270056","","https://www.smtfabrication.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x15b3b81b519546bf",""
"business","Environmental consultant","Business Consultant","Tsakane, Brakpan, 1548","Brakpan","Gauteng","","South Africa"," 0735302426","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x16d98e51af5da070",""
"business","","Siyavuvuzela enterprise","35864 Toyitoyi St, Tsakane, Brakpan, 1550","Toyitoyi St","Gauteng","35864","South Africa"," 0729389590","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x690003736f434f53",""
"business","Corporate office","Kumbatia Business Solutions Pty (Ltd)","7529 Tlou St, Tsakane, Brakpan, 1550","Brakpan","Gauteng","","South Africa"," 0735727653","","https://kumbatia-business-solutions.my.canva.site/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x72c40dce635adb0",""
"business","Corporate office","RMB CONSULTANT","EXT 5, 10890 Zulu St, Tsakane, Brakpan, 1548","Zulu St","Gauteng","10890","South Africa"," 0103350586","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x917b43f62fc05358",""
"business","Corporate office","Greater Brakpan Chamber of Commerce and Industry","Business Park, 5572 Hlakwana St, Tsakane, Brakpan, 1548","Brakpan","Gauteng","","South Africa"," 0839635081","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2ed084a059d2fc12",""
"business","business","N/A","","","Gauteng","","South Africa"," 0837164688","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x887ac8a7afd1e8ea",""
"business","Business management consultant","Futuristic Worx","10 Van der Merwe St, Brenthurst, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0110386829","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6307134a02017469",""
"business","Electronics store","MduMSolutions","Tsakane Business Park/TSAKANE, 7522 1550 Hlakwana St, Tsakane, Brakpan, 1548","Brakpan","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf08ed04720c991b3",""
"business","Software company","Energix Solutions (Pty) Ltd","7313 Ramabanta St, Tsakane, Brakpan, 1548","Brakpan","Gauteng","","South Africa"," 0794001549","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7f88196ec95405af",""
"business","Housing society","42442 Duyiswa street Brakpan","Tsakane, Brakpan, 1548","Brakpan","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x18a517994505d845",""
"business","Construction company","MEKOGOLD CONSTRUCTION AND PROJECTS PTY LTD","7522 Hlakwana St, Tsakane, Brakpan, 1548","Brakpan","Gauteng","","South Africa"," 0733085076","","http://www.mekogoldconstruction.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa6e838b8d98d98e4",""
"business","business","Platinum Typing","2739 Mabaso St, Tsakane, Brakpan, 1550","Brakpan","Gauteng","","South Africa"," 0733002624","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xabc36974c205b281",""
"business","Construction company","Twin MB Groups","10654 Mehlape St, Tsakane, Brakpan, 1550","Mehlape St","Gauteng","10654","South Africa"," 0732050566","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7cca8dc009c4913c",""
"business","Internet service provider","Township Entrepreneurs Network","Business Park, 7522 Hlakwana St, Tsakane, Tsakane`, 1550","Tsakane`","Gauteng","","South Africa"," 0814682425","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x24f413b3d1f33bf6",""
"business","Marketing agency","BT","Phofu St, Tsakane, Brakpan, 1548","Brakpan","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x90f3d2857dde827",""
"business","Internet marketing service","Visionary Youth Entrepreneurial","4385 Malandela St, Tsakane, Brakpan, 1548","Brakpan","Gauteng","","South Africa"," 0785071255","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x5602b63e71e26b40",""
"business","Engineering consultant","USize Engineering","13 Molecule Rd, Vulcania, Brakpan, 1554","Brakpan","Gauteng","","South Africa"," 0837811128","","http://usize.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa7df3f0bd8d902d3",""
"business","Construction company","Dedacon trading","18 20th Rd, Denneoord, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0839521579","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6c69a0a2b870635d",""
"business","Automation company","Ndosi Chrome Group","Letswalo St, Tsakane, Brakpan, 8540","Brakpan","Gauteng","","South Africa"," 0670515200","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd14f653430100568",""
"business","business","1548","Brakpan","Brakpan","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8812fe2cd1f7efa6",""
"business","business","N/A","","","Gauteng","","South Africa"," 0680344578","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x10cb8a80895e6fc6",""
"business","business","N/A","","","Gauteng","","South Africa"," 0714185328","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x704b3d89c6d6b558",""
"business","business","N/A","","","Gauteng","","South Africa"," 0767740350","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf3c5c1fd77cd672",""
"business","business","N/A","","","Gauteng","","South Africa"," 0679396580","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe406bc422ea7a88f",""
"business","Software company","Shasa Group Pty Ltd","Civin Rd, Sonneveld, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0735272129","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x135be1d7be5d9da",""
"business","business","N/A","","","Gauteng","","South Africa"," 0676348862","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x89936750f5c8534b",""
"business","Safety equipment supplier","BSMT Services","73 Ampere St, Labore, Brakpan, 1546","Brakpan","Gauteng","","South Africa"," 0104500217","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x3ef07f09c497f45a",""
"business","business","N/A","","","Gauteng","","South Africa"," 0692030094","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x43448f04c272e734",""
"business","Steel fabricator","JAH VELA","7596 Phetla St, Tsakane, Brakpan, 1550","Brakpan","Gauteng","","South Africa"," 0682793288","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x14eab89230f4e33a",""
"business","Construction company","Dedacon trading","18 20th Rd, Denneoord, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0839521579","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6c69a0a2b870635d",""
"business","Business park","Carnival Junction Business Park","15 Beechwood St, Larrendale, Brakpan, 1541","Brakpan","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xc10ad8ff59eb1da1",""
"business","Bus stop","Brakpan Bus Co (Pty) Ltd","Denne Rd, Vulcania, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0119997899","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xac983249f67884dd",""
"business","business","N/A","","","Gauteng","","South Africa"," 0727203708","","http://www.precise-it.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x88f160079a0713dd",""
"business","Real estate agency","Jawitz Properties Brakpan","24 Farquaharson Rd, Kenleaf, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0117431012","brakpan@jawitz.co.za","http://www.jawitzbrakpan.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xfd86fa7a01521873",""
"business","Accounting firm","AH Accountants  Biz Consulting (Pty) Ltd","Estate, 35 Witstinkhout St, Sonneveld, Brakpan, 1549","Brakpan","Gauteng","","South Africa"," 0718998462","","http://www.ah-accountants.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x4b70f1c8fdfde59e",""
"business","business","KK Guesthouse","83 Hoy St, Brakpan, Johannesburg, 1540","Johannesburg","Gauteng","","South Africa"," 0117445668","info@kubasiweguesthouse.co.za","https://kubasiweguesthouse.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe57cc34d9c7a4d32",""
"business","business","Greenfig Guest House","4 Beetle Ave, Kenleaf, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0117422072","","http://greenfig-guesthouse.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa895cac93ef882d0",""
"business","business","Carnival City Hotel"," Century Rd, Elsburg Road, Carnival City, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0118987000","carnivalcity@suninternational.com","https://www.suninternational.com/carnival-city/rooms/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xb202d83e6ecbcdce",""
"business","business","Road Lodge Carnival City","Century Road, Heidelberg Rd, Dalpark, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0119155800","citylodge@whistleblowing.co.za","https://clhg.com/hotels/310/Road-Lodge-Carnival-City","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf53749e1c6c22c63",""
"business","business","Franchise Guest House","134 Howard Ave, Benoni, 1500","Benoni","Gauteng","","South Africa"," 0114213982","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xc0cb2a7088f4cb30",""
"business","business","Carnival View Guest House and spa","79 Silverleaf St, Van Dykpark, Boksburg, 1459","Boksburg","Gauteng","","South Africa"," 0827716334","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe5369e288be33415",""
"business","business","All Are Welcome","Dalpark, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0119153077","info@allarewelcome.co.za","http://www.allarewelcome.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd888bd77c04d4da5",""
"business","business","Nest and Rest Guesthouse | Accommodation in Springs","8 Ceres Rd, Pollak Park, Springs, 1559","Springs","Gauteng","","South Africa"," 0785289110","nestandrest8@gmail.com","https://www.nestandrest.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8dc1c2d9995e2ca5",""
"business","Tool manufacturer","Manhattan Corporation","1 Hospital Rd, Brakpan North, Johannesburg, 1541","Johannesburg","Gauteng","","South Africa"," 0117488800","info@manhattancorp.com","https://www.manhattancorp.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8fd71d1cde16e03b",""
"business","","Wild Waters - Boksburg","1 Margaret Ave, Bardene, Boksburg, 1459","Boksburg","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xcc1d2be8b284abc0",""
"business","Marketing agency","Proudly Ekurhuleni","1, 72 Bobstay Rd, Dalpark, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0847561817","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xdb9cc4858cee3cb8",""
"business","business","Carnival City Casino","Cnr Century Road , Elsburg Rd, Brakpan, Boksburg, 1541","Boksburg","Gauteng","","South Africa"," 0118987000","carnivalcity@suninternational.com","https://www.suninternational.com/carnival-city","","","https://maps.google.com/?hl=en_US&cid=0x0:0x162c21f68b0c9540",""
"business","Professional organizer","ELPAVO","10 Ernest St, Kenleaf, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0827768317","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe844e999e08bd733",""
"business","Industrial equipment supplier","Brakpan Business Machines cc","543 Prince George Ave, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0117402310","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa12da6f1295d2937",""
"business","Business center","PLASMA SYSTEMS - AFRICA","412 Prince George Ave, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0117401316","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x5969e1f2c2371fe3",""
"business","Bookkeeping service","Mardelev Financial  HR Solutions","157 Denne Rd, Witpoort Estates, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0117421687","","http://www.mardelev.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xb9a77f1bb6a8846b",""
"business","business","N/A","","","Gauteng","","South Africa"," 0826551201","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6d4fef953b17f543",""
"business","Lodging","Kenico Guest House Brenthurst Brakpan","649 Prince George Ave, Brenthurst, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0734190560","","http://www.kenicoguesthouse.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2537e9d81bc5c1ee",""
"business","business","N/A","","","Gauteng","","South Africa"," 0842625017","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf3881bc2c667c81e",""
"business","Event venue","Plot 434 Functions  Conference Venue","434 Nestadt Street, Withok Estate Withok, Brakpan, 1552","Brakpan","Gauteng","","South Africa"," 0726067063","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x11e89f8412be513",""
"business","business","1549","Brakpan","Brakpan","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9105d64611e83cf0",""
"business","Corporate office","Blvk Inc","10138 Kgope Street, Tsakane, Brakpan, 1550","Kgope Street","Gauteng","10138","South Africa"," 0680144362","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xb6c3583b6fe0e806",""
"business","Guest house","Kenico Guest House Brakpan","127 A Kitzinger Ave, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0734190560","","http://www.kenicoguesthouse.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8cd6e635abc57aa1",""
"business","Business park","Carnival Junction Business Park","15 Beechwood St, Larrendale, Brakpan, 1541","Brakpan","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xc10ad8ff59eb1da1",""
"business","","Mpact Corrugated Brakpan","Mpact Corrugated, Vulcania, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0118127400","info@mpact.co.za","http://www.mpact.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x63f5655f4d33049e",""
"business","Environmental consultant","Business Consultant","Tsakane, Brakpan, 1548","Brakpan","Gauteng","","South Africa"," 0735302426","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x16d98e51af5da070",""
"business","Tool manufacturer","Manhattan Corporation","1 Hospital Rd, Brakpan North, Johannesburg, 1541","Johannesburg","Gauteng","","South Africa"," 0117488800","info@manhattancorp.com","https://www.manhattancorp.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8fd71d1cde16e03b",""
"business","Business to business service","MBG","5 Torchwood St, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0656995209","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x4feed1e56ccb8e20",""
"business","Corporate office","Greater Brakpan Chamber of Commerce and Industry","Business Park, 5572 Hlakwana St, Tsakane, Brakpan, 1548","Brakpan","Gauteng","","South Africa"," 0839635081","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2ed084a059d2fc12",""
"business","Construction company","Twin MB Groups","10654 Mehlape St, Tsakane, Brakpan, 1550","Mehlape St","Gauteng","10654","South Africa"," 0732050566","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7cca8dc009c4913c",""
"business","Marketing agency","Proudly Ekurhuleni","1, 72 Bobstay Rd, Dalpark, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0847561817","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xdb9cc4858cee3cb8",""
"business","Accounting firm","Mapunyane Holdings (PTY) LTD","16 Glamorgan St, Dalpark, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0797215355","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe292c2dae1f53bde",""
"business","Business center","PLASMA SYSTEMS - AFRICA","412 Prince George Ave, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0117401316","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x5969e1f2c2371fe3",""
"business","Metal supplier","NIRAKAR INDUSTRIES","308 Denne Rd, Witpoortjie, Brakpan, 1540","Brakpan","Gauteng","","South Africa"," 0110537058","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xdf3805a9bc49634b",""
"business","Internet marketing service","Ubuntu Business Advisory  Consulting","Ste611 Floor 6 Rentbel Bldg, 219 Bureau Ln, Pretoria Central, Pretoria, 0002","Pretoria","Gauteng","","South Africa"," 0123238067","info@ubac.co.za","http://www.ubac.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe0183f1b717b1fea",""
"business","Beauty salon","Brumars Business Empire","40570 Madiba St, Tsakane, Brakpan, 1550","Madiba St","Gauteng","40570","South Africa"," 0603939090","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x550528262c0cfe5f",""
"business","Pentecostal church","Brakpan Assemblies of God Fellowship","114 Germains St, Brakpan, 1540","Brakpan","Gauteng","","South Africa","","","https://agfbrakpan.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x4aaf77deaac9cc58",""
"business","business","N/A","","","Gauteng","","South Africa"," 0826551201","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6d4fef953b17f543",""
"business","Car repair and maintenance service","Herb's Garage SA","65 Porter St, Brenthurst, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0840672913","","https://www.facebook.com/HerbsGarage20/?__cft__-0->>u003dAZUxst3O9HZoEDv3Uw1ZSMAv2kTHzBrnEuyT4rPR5K3RWSToL2WGeQzIUIgtFmKd2g9B2KBzGamWF9-SjjTEcwao1RQ7btEQ4UP52uBXAwiXxiUl1vCstZ0x9bDvaixcgVN7o7D_4v0nPRTS1dfRqT1tnUOpvaKPBgIfryv_8kKHrQ>>u0026__tn__>>u003dkK-R","","","https://maps.google.com/?hl=en_US&cid=0x0:0x801fb8279096e96b",""
"business","Business management consultant","Mobility Solution Consulting","7 Rossouw St, Minnebron, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0829218017","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xed4b521f97ccbd67",""
"business","business","Gauteng","","","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6d9ee7c7cb5438e2",""
"business","Business management consultant","Claricent Consulting Services Pty Ltd","337 Visagie St, Pretoria Central, Pretoria, 0001","Pretoria","Gauteng","","South Africa"," 0871520938","info@claricent-consulting.co.za","http://www.claricent-consulting.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe4d00c7e0d82a55",""
"business","Auto body shop","SLEEQ AUTO Panel  Paint","19 Coert Steynberg St, Van Eck Park, Brakpan, 1459","Brakpan","Gauteng","","South Africa"," 0118973055","","http://www.sleeqauto.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa46042d8c151e3de",""
"business","Electrical installation service","Hexagon Electrical","Ext 2, 1 Coert Steynberg St, Van Eck Park, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0861106520","admin@hexelec.co.za","http://hexelect.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9299dabe7067f579",""
"business","Tile store","Ezee Tile Adhesive Manufacturers (Pty) Ltd","97 Uranium Rd, Vulcania, Brakpan, 1554","Brakpan","Gauteng","","South Africa"," 0118720627","","https://ezeetile.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2807d35628b0c9ae",""
"business","business","N/A","","","Gauteng","","South Africa"," 0763304280","","http://www.multibusinessdivision.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x1c2bf529b9dabd4a",""
"business","Manufacturer","Genesis Steel","8 Molecule Rd, Vulcania, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0118174008","sales@genesissteel.co.za","https://genesissteel.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x17c82bc8315c8e7",""
"business","Mechanical engineer","Kenmore Crushing Solutions.","33 Coert Steynberg St, Van Eck Park, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0119150131","sales@kencrush.co.za","https://www.kenmore.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xc1af78f3a409342a",""
"business","Courier service","PostNet Brakpan","Shop 28, Carnival Centre, Rangeview Rd, Dalpark, Brakpan, 1541","Brakpan","Gauteng","","South Africa"," 0119150040","brakpan@postnet.co.za","http://brakpan.postnet.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xeff15ca7aa372387",""
